"","Name","Program.Identifier","Inspection.Date","Description","Address","City","Zip.Code","Phone","Longitude","Latitude","Inspection.Business.Name","Inspection.Type","Inspection.Score","Inspection.Result","Inspection.Closed.Business","Violation.Type","Violation.Description","Violation.Points","Business_ID","Inspection_Serial_Num","Violation_Record_ID","Grade"
"6378","LAURELHURST ELEMENTARY SCHOOL","LAURELHURST ELEMENTARY SCHOOL","9/20/18","School Lunch Program - Risk II","4530 46TH AVE NE ","Seattle",98105,"",-122.2778471,47.66219761,"LAURELHURST ELEMENTARY SCHOOL","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0001576","DANJSUAWP","",NA
"6379","UNIVERSITY PRESBYTERIAN CHURCH","UNIVERSITY PRESBYTERIAN CHURCH","9/20/18","Non-Profit Institution - Risk Category III","4540 15TH AVE NE ","Seattle",98105,"(206) 524-7300",-122.3116383,47.6626034,"UNIVERSITY PRESBYTERIAN CHURCH","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0002045","DA67IW67U","IVPBPACES",NA
"6380","University Village 76","UNIVERSITY VILLAGE 76","9/20/18","Seating 0-12 - Risk Category III","5100 25th AVE NE","SEATTLE",98105,"(206) 947-3056",-122.3001616,47.66674073,"University Village 76","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0080947","DAEIBIHHP","",1
"6381","VILLA ACADEMY","VILLA ACADEMY","9/20/18","Non-Profit Institution - Risk Category III","5001 NE 50TH ST","Seattle",98105,"",-122.2734552,47.66372536,"VILLA ACADEMY","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0011596","DAEJEYUTE","IVRWAFS35",NA
"6382","ASA MERCER MIDDLE SCHOOL","ASA MERCER MIDDLE SCHOOL","9/20/18","School Lunch Program - Risk II","1600 S COLUMBIAN WAY ","Seattle",98108,"",-122.3120831,47.56413273,"ASA MERCER MIDDLE SCHOOL","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0002315","DA7LRJYID","",NA
"6383","CLEVELAND HIGH SCHOOL","CLEVELAND HIGH SCHOOL","9/20/18","School Lunch Program - Risk II","5511 15TH AVE S","Seattle",98108,"",-122.3139098,47.55230068,"CLEVELAND HIGH SCHOOL","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0012613","DA8NOVS0J","",NA
"6384","LUCKY CHINESE RESTAURANT","LUCKY CHINESE RESTAURANT","9/20/18","Seating 13-50 - Risk Category III","5807 4TH AVE S","SEATTLE",98108,"(206) 764-0699",-122.3299509,47.55081726,"LUCKY CHINESE RESTAURANT","Routine Inspection/Field Review",35,"Unsatisfactory",FALSE,"BLUE","3200 - Insects, rodents, animals not present; entrance controlled.",5,"PR0067640","DASGRUOJW","IVW6TRJCZ",3
"6385","LUCKY CHINESE RESTAURANT","LUCKY CHINESE RESTAURANT","9/20/18","Seating 13-50 - Risk Category III","5807 4TH AVE S","SEATTLE",98108,"(206) 764-0699",-122.3299509,47.55081726,"LUCKY CHINESE RESTAURANT","Routine Inspection/Field Review",35,"Unsatisfactory",FALSE,"BLUE","4000 - Food and non-food surfaces properly used and...",5,"PR0067640","DASGRUOJW","IVNT0B4OK",3
"6386","LUCKY CHINESE RESTAURANT","LUCKY CHINESE RESTAURANT","9/20/18","Seating 13-50 - Risk Category III","5807 4TH AVE S","SEATTLE",98108,"(206) 764-0699",-122.3299509,47.55081726,"LUCKY CHINESE RESTAURANT","Routine Inspection/Field Review",35,"Unsatisfactory",FALSE,"BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0067640","DASGRUOJW","IV00OGFBR",3
"6387","LUCKY CHINESE RESTAURANT","LUCKY CHINESE RESTAURANT","9/20/18","Seating 13-50 - Risk Category III","5807 4TH AVE S","SEATTLE",98108,"(206) 764-0699",-122.3299509,47.55081726,"LUCKY CHINESE RESTAURANT","Routine Inspection/Field Review",35,"Unsatisfactory",FALSE,"BLUE","4300 - Non-food contact surfaces maintained and clean",3,"PR0067640","DASGRUOJW","IVH8FQ0GA",3
"6388","LUCKY CHINESE RESTAURANT","LUCKY CHINESE RESTAURANT","9/20/18","Seating 13-50 - Risk Category III","5807 4TH AVE S","SEATTLE",98108,"(206) 764-0699",-122.3299509,47.55081726,"LUCKY CHINESE RESTAURANT","Routine Inspection/Field Review",35,"Unsatisfactory",FALSE,"BLUE","4900 - Adequate ventilation; lighting; designated area...",2,"PR0067640","DASGRUOJW","IVGEKDGTU",3
"6389","LUCKY CHINESE RESTAURANT","LUCKY CHINESE RESTAURANT","9/20/18","Seating 13-50 - Risk Category III","5807 4TH AVE S","SEATTLE",98108,"(206) 764-0699",-122.3299509,47.55081726,"LUCKY CHINESE RESTAURANT","Routine Inspection/Field Review",35,"Unsatisfactory",FALSE,"BLUE","4800 - Physical facilities properly installed,...",2,"PR0067640","DASGRUOJW","IVLGMD3S5",3
"6390","LUCKY CHINESE RESTAURANT","LUCKY CHINESE RESTAURANT","9/20/18","Seating 13-50 - Risk Category III","5807 4TH AVE S","SEATTLE",98108,"(206) 764-0699",-122.3299509,47.55081726,"LUCKY CHINESE RESTAURANT","Routine Inspection/Field Review",35,"Unsatisfactory",FALSE,"BLUE","3700 - In-use utensils properly stored",3,"PR0067640","DASGRUOJW","IVCIKVMYP",3
"6391","LUCKY CHINESE RESTAURANT","LUCKY CHINESE RESTAURANT","9/20/18","Seating 13-50 - Risk Category III","5807 4TH AVE S","SEATTLE",98108,"(206) 764-0699",-122.3299509,47.55081726,"LUCKY CHINESE RESTAURANT","Routine Inspection/Field Review",35,"Unsatisfactory",FALSE,"RED","2500 - Toxic substances properly identified,...",10,"PR0067640","DASGRUOJW","IVMADBUNS",3
"6392","RAINIER VISTA BOYS & GIRLS CLUB","RAINIER VISTA BOYS & GIRLS CLUB","9/20/18","Non-Profit Institution - Risk Category III","4520 M L KING JR WAY S","SEATTLE",98108,"(206) 461-8573",-122.2940094,47.56258443,"RAINIER VISTA BOYS & GIRLS CLUB","Routine Inspection/Field Review",40,"Unsatisfactory",FALSE,"BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0077558","DANJ2RQUN","IVXAAEOZD",NA
"6393","RAINIER VISTA BOYS & GIRLS CLUB","RAINIER VISTA BOYS & GIRLS CLUB","9/20/18","Non-Profit Institution - Risk Category III","4520 M L KING JR WAY S","SEATTLE",98108,"(206) 461-8573",-122.2940094,47.56258443,"RAINIER VISTA BOYS & GIRLS CLUB","Routine Inspection/Field Review",40,"Unsatisfactory",FALSE,"RED","1710 - Proper hot holding temperatures (less than130 degrees)",25,"PR0077558","DANJ2RQUN","IVYBESQZN",NA
"6394","RAINIER VISTA BOYS & GIRLS CLUB","RAINIER VISTA BOYS & GIRLS CLUB","9/20/18","Non-Profit Institution - Risk Category III","4520 M L KING JR WAY S","SEATTLE",98108,"(206) 461-8573",-122.2940094,47.56258443,"RAINIER VISTA BOYS & GIRLS CLUB","Routine Inspection/Field Review",40,"Unsatisfactory",FALSE,"RED","2500 - Toxic substances properly identified,...",10,"PR0077558","DANJ2RQUN","IV03XSVQV",NA
"6395","ST GEORGE SCHOOL","ST GEORGE SCHOOL","9/20/18","Non-Profit Institution - Risk Category III","5117 13TH AVE S","Seattle",98108,"(206) 762-0656",-122.3164114,47.5558661,"ST GEORGE SCHOOL","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0003791","DANEO0YVA","",NA
"6396","VAN ASSELT ELEMENTARY SCHOOL","VAN ASSELT ELEMENTARY SCHOOL","9/20/18","School Lunch Program - Risk II","7201 BEACON AVE S","SEATTLE",98108,"(206) 252-0648",-122.2959109,47.53809269,"VAN ASSELT ELEMENTARY SCHOOL","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0083763","DA0KB0HJH","",NA
"6397","BILAAL MINI MARKET LLC","BILAALL MINI MARKET LLC","9/20/18","Meat/Sea Food - Risk Category III","5041 RAINIER AVE S STE 104","SEATTLE",98118,"(206) 722-2184",-122.2840929,47.55598493,"BILAAL MINI MARKET LLC","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0081481","DAKRCEFEE","",NA
"6398","BUA 9 THAI CUISINE","BUA 9 THAI CUISINE","9/20/18","Seating 0-12 - Risk Category III","5020 RAINIER AVE S","SEATTLE",98118,"(206) 323-9445",-122.2837037,47.55638076,"BUA 9 THAI CUISINE","Routine Inspection/Field Review",25,"Unsatisfactory",FALSE,"RED","1600 - Proper cooling procedure",25,"PR0082415","DAS4KAYSV","IVPQ0IIC4",2
"6399","COLUMBIA CITY ALE HOUSE","COLUMBIA CITY ALE HOUSE","9/20/18","Seating 51-150 - Risk Category III","4914 RAINIER AVE S ","SEATTLE",98118,"",-122.2844653,47.55739653,"COLUMBIA CITY ALE HOUSE","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0002627","DAWONPF9V","IVUWVALVK",1
"6400","SPICE ROOM","SPICE ROOM","9/20/18","Seating 51-150 - Risk Category III","4909 RAINIER AVE S Ste 102","SEATTLE",98118,"",-122.285124,47.557592,"SPICE ROOM","Routine Inspection/Field Review",5,"Unsatisfactory",FALSE,"RED","0200 - Food Worker Cards current for all food workers; new food workers trained",5,"PR0079718","DARQVV00P","IVSUHLOAQ",2
"6401","TAPROOT CAFE & BAR","TAPROOT CAFE & BAR","9/20/18","Seating 13-50 - Risk Category III","4908-A RAINIER AVE S","SEATTLE",98118,"(206) 227-7522",-122.2846154,47.55752616,"TAPROOT CAFE & BAR","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0081049","DA2X3YZMD","IVY0SAB0N",1
"6402","TUTTA BELLA NEAPOLITAN PIZZERIA","TUTTA BELLA NEAPOLITAN PIZZERIA","9/20/18","Seating 51-150 - Risk Category III","4918 RAINIER AVE S ","Seattle",98118,"(206) 721-3501",-122.2844613,47.55722512,"TUTTA BELLA NEAPOLITAN PIZZERIA","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0054880","DAOFRAQNQ","IVGHE0S63",1
"6403","WABI-SABI SUSHI BAR","WABI-SABI SUSHI BAR","9/20/18","Seating 51-150 - Risk Category III","4909 RAINIER AVE S","SEATTLE",98118,"(206) 407-8998",-122.2851195,47.55759313,"WABI-SABI SUSHI BAR","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0079514","DAVLLS4K2","",1
"6404","23RD & CHERRY FELLOWSHIP HALL","23RD & CHERRY FELLOWSHIP HALL","9/20/18","Non-Profit Institution - Risk Category I","2701 E CHERRY ST ","SEATTLE",98122,"(206) 325-4388",-122.2975524,47.60774281,"23RD & CHERRY FELLOWSHIP HALL","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0069504","DABYLWNH6","IVJ0JOGKP",NA
"6405","GOLDEN WHEAT BAKERY CAFE","GOLDEN WHEAT BAKERY CAFE","9/20/18","Seating 13-50 - Risk Category III","2908 E CHERRY ST","SEATTLE",98122,"(253) 353-0257",-122.294421,47.608016,"GOLDEN WHEAT BAKERY CAFE","Routine Inspection/Field Review",0,"Unsatisfactory",FALSE,"","",0,"PR0082898","DA35BXLIC","",1
"6406","GYRO HUT","GYRO HUT","9/20/18","Seating 0-12 - Risk Category III","11020 8TH AVE NE ","Seattle",98125,"(425) 488-6053",-122.320294,47.70945107,"GYRO HUT","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0018013","DAYADVM20","IVXRKIF9T",2
"6407","GYRO ON LAKE CITY, LLC","GYRO ON LAKE CITY, LLC","9/20/18","Seating 0-12 - Risk Category III","12340 LAKE CITY WAY NE ","SEATTLE",98125,"",-122.2954296,47.71851267,"GYRO ON LAKE CITY, LLC","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0077332","DA6GX2T71","",1
"6408","JOSE'S TAQUERIA","JOSE'S TAQUERIA","9/20/18","Seating 13-50 - Risk Category III","12334 LAKE CITY WAY NE ","SEATTLE",98125,"(206) 751-0181",-122.2954829,47.71839747,"JOSE'S TAQUERIA","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0018103","DA0HZBMDS","",1
"6409","ROGERS ELEMENTARY SCHOOL","ROGERS ELEMENTARY SCHOOL","9/20/18","School Lunch Program - Risk II","4030 NE 109TH ST ","Seattle",98125,"",-122.2846107,47.70707492,"ROGERS ELEMENTARY SCHOOL","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0001835","DAXILXIK7","",NA
"6410","TACO DEL MAR","TACO DEL MAR","9/20/18","Seating 13-50 - Risk Category III","11016 8TH AVE NE ","SEATTLE",98125,"(206) 257-6767",-122.3202886,47.70926474,"TACO DEL MAR","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0043185","DA3OC1HJG","",1
"6411","DOMINO'S PIZZA #7093","DOMINO'S PIZZA","9/20/18","Seating 13-50 - Risk Category III","1800 S JACKSON ST STE D","SEATTLE",98144,"(360) 830-0357",-122.308422,47.599669,"DOMINO'S PIZZA #7093","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0083515","DAAXVUFQC","",1
"6412","NORTHWEST TOFU RESTAURANT","NORTHWEST TOFU RESTAURANT","9/20/18","Seating 13-50 - Risk Category III","1911 S JACKSON ST ","SEATTLE",98144,"(206) 355-6777",-122.3071328,47.59912593,"NORTHWEST TOFU RESTAURANT","Routine Inspection/Field Review",5,"Unsatisfactory",FALSE,"RED","0200 - Food Worker Cards current for all food workers; new food workers trained",5,"PR0071055","DAQ0EX6BK","IV2ROH24R",1
"6413","WONG TUNG SEAFOOD","WONG TUNG SEAFOOD","9/20/18","Meat/Sea Food - Risk Category III","210 12TH AVE S ","SEATTLE",98144,"(206) 323-9222",-122.3167398,47.60037868,"WONG TUNG SEAFOOD","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0016242","DA5BKKV5D","",NA
"6414","AVANTI MARKETS NW @ EMC 5TH FLOOR","AVANTI MARKETS NW @ EMC 5TH FLOOR","9/21/18","Grocery Store-no seating - Risk Category I","505 1ST AVE S","SEATTLE",98104,"(206) 242-5700",-122.3345647,47.59795624,"AVANTI MARKETS NW @ EMC 5TH FLOOR","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0086021","DA1FL3TXB","",NA
"6415","BEARD PAPA'S","BEARD PAPA'S","9/21/18","Bakery-no seating - Risk Category II","600 5TH AVE S 103","SEATTLE",98104,"(425) 802-7122",-122.3271762,47.59682001,"BEARD PAPA'S","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0077636","DATXYJWDZ","",NA
"6416","IRON STEAK","IRON STEAK","9/21/18","Seating 51-150 - Risk Category III","628 S WELLER ST ","SEATTLE",98104,"(206) 682-2828",-122.3252697,47.59765584,"IRON STEAK","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0027317","DAXIQI63X","",1
"6417","OASIS TEA ZONE","OASIS TEA ZONE","9/21/18","Seating 13-50 - Risk Category III","519 6TH AVE S ","SEATTLE",98104,"(206) 447-8098",-122.3268977,47.59779129,"OASIS TEA ZONE","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0068631","DAVEW0NOX","",1
"6418","SAMURAI NOODLE","SAMURAI NOODLE","9/21/18","Seating 13-50 - Risk Category III","606 5TH AVE S","SEATTLE",98104,"(206) 941-6491",-122.3275,47.5972671,"SAMURAI NOODLE","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0076297","DA4PCXN0I","",2
"6419","SEOUL TOFU HOUSE","SEOUL TOFU HOUSE","9/21/18","Seating 13-50 - Risk Category III","516 6TH AVE S ","SEATTLE",98104,"(206) 236-4074",-122.3261213,47.59819952,"SEOUL TOFU HOUSE","Routine Inspection/Field Review",50,"Unsatisfactory",FALSE,"RED","1900 - No room temperature storage; proper use of time...",25,"PR0066754","DAQSXHO06","IVISJZCFX",2
"6420","SEOUL TOFU HOUSE","SEOUL TOFU HOUSE","9/21/18","Seating 13-50 - Risk Category III","516 6TH AVE S ","SEATTLE",98104,"(206) 236-4074",-122.3261213,47.59819952,"SEOUL TOFU HOUSE","Routine Inspection/Field Review",50,"Unsatisfactory",FALSE,"RED","1600 - Proper cooling procedure",25,"PR0066754","DAQSXHO06","IVLVNGKAI",2
"6421","SHANGHAI GARDEN","SHANGHAI GARDEN","9/21/18","Seating 51-150 - Risk Category III","524 6TH AVE S ","Seattle",98104,"(206) 625-1689",-122.3262059,47.59766398,"SHANGHAI GARDEN","Routine Inspection/Field Review",45,"Unsatisfactory",FALSE,"BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0028246","DA2RMSXE1","IVIC0KNJG",2
"6422","SHANGHAI GARDEN","SHANGHAI GARDEN","9/21/18","Seating 51-150 - Risk Category III","524 6TH AVE S ","Seattle",98104,"(206) 625-1689",-122.3262059,47.59766398,"SHANGHAI GARDEN","Routine Inspection/Field Review",45,"Unsatisfactory",FALSE,"BLUE","3200 - Insects, rodents, animals not present; entrance controlled.",5,"PR0028246","DA2RMSXE1","IV0C5OWZY",2
"6423","SHANGHAI GARDEN","SHANGHAI GARDEN","9/21/18","Seating 51-150 - Risk Category III","524 6TH AVE S ","Seattle",98104,"(206) 625-1689",-122.3262059,47.59766398,"SHANGHAI GARDEN","Routine Inspection/Field Review",45,"Unsatisfactory",FALSE,"RED","2200 - Accurate thermometer provided and used ...",5,"PR0028246","DA2RMSXE1","IV7HQ69NP",2
"6424","SHANGHAI GARDEN","SHANGHAI GARDEN","9/21/18","Seating 51-150 - Risk Category III","524 6TH AVE S ","Seattle",98104,"(206) 625-1689",-122.3262059,47.59766398,"SHANGHAI GARDEN","Routine Inspection/Field Review",45,"Unsatisfactory",FALSE,"RED","1900 - No room temperature storage; proper use of time...",25,"PR0028246","DA2RMSXE1","IV1IAI1Z5",2
"6425","SHANGHAI GARDEN","SHANGHAI GARDEN","9/21/18","Seating 51-150 - Risk Category III","524 6TH AVE S ","Seattle",98104,"(206) 625-1689",-122.3262059,47.59766398,"SHANGHAI GARDEN","Routine Inspection/Field Review",45,"Unsatisfactory",FALSE,"RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0028246","DA2RMSXE1","IVYGD8RKS",2
"6426","SPECIALTYS CAFE & BAKERY#111","SPECIALTYS CAFE & BAKERY","9/21/18","Seating 0-12 - Risk Category III","505 5th AVE","SEATTLE",98104,"(415) 678-2600",-122.3284305,47.5977013,"SPECIALTYS CAFE & BAKERY#111","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0064454","DAXTGNCDP","",1
"6427","ADAMS ELEMENTARY SCHOOL","ADAMS ELEMENTARY SCHOOL","9/21/18","School Lunch Program - Risk II","6110 28TH AVE NW ","Seattle",98107,"",-122.3921191,47.67349874,"ADAMS ELEMENTARY SCHOOL","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0001045","DA4NO5EEG","",NA
"6428","BALLARD COMMUNITY CENTER","BALLARD COMMUNITY CENTER","9/21/18","Non-Profit Institution - Risk Category II","6020 28TH AVE NW ","Seattle",98107,"(206) 684-4093",-122.3922393,47.67287643,"BALLARD COMMUNITY CENTER","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0043861","DA9HZXZZY","",NA
"6429","BALLARD NUTRITION","NORTHWEST SENIOR CENTER","9/21/18","Non-Profit Institution - Risk Category III","5429 32ND AVE NW","Seattle",98107,"",-122.3986683,47.66837151,"BALLARD NUTRITION","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0001687","DADXDVWGU","",NA
"6430","CONCORD ELEMENTARY","CONCORD ELEMENTARY","9/21/18","School Lunch Program - Risk II","723 S CONCORD ST ","Seattle",98108,"(206) 252-8100",-122.3243669,47.52347939,"CONCORD ELEMENTARY","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0054789","DALYAZF58","",NA
"6431","DEARBORN PARK ELEMENTARY","DEARBORN PARK ELEMENTARY","9/21/18","School Lunch Program - Risk II","2820 S ORCAS ST ","Seattle",98108,"",-122.2962869,47.55226234,"DEARBORN PARK ELEMENTARY","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0002684","DA2JMT9UB","",NA
"6432","MAPLE ELEMENTARY SCHOOL","MAPLE ELEMENTARY SCHOOL","9/21/18","School Lunch Program - Risk II","4925 CORSON AVE S","Seattle",98108,"",-122.3188988,47.55812569,"MAPLE ELEMENTARY SCHOOL","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0003276","DAOOUNEV3","",NA
"6433","RAISBECK AVIATION HIGH SCHOOL","RAISBECK AVIATION HIGH SCHOOL","9/21/18","School Lunch Program - Risk II","9229 E MARGINAL WAY S","SEATTLE",98108,"(206) 433-2209",-122.3018914,47.5206932,"RAISBECK AVIATION HIGH SCHOOL","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0083070","DA06HT50V","",NA
"6434","MA'ONO","MA'ONO","9/21/18","Seating 51-150 - Risk Category III","4437 CALIFORNIA AVE SW ","SEATTLE",98116,"(206) 297-0442",-122.3870991,47.56361946,"MA'ONO","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0077320","DAR3TDEQR","",1
"6435","MOD PIZZA","MOD PIZZA","9/21/18","Seating 51-150 - Risk Category III","4755 Fauntleroy WAY SW STE 150","SEATTLE",98116,"(888) 770-6637",-122.3818151,47.55970817,"MOD PIZZA","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0087265","DAY809RKS","",1
"6436","PARLIAMENT TAVERN","PARLIAMENT TAVERN","9/21/18","Seating 51-150 - Risk Category II","4210 SW ADMIRAL WAY STE B","SEATTLE",98116,"(206) 227-5940",-122.3856829,47.58146039,"PARLIAMENT TAVERN","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0002268","DAD6TAYS8","IVDH1YWGG",1
"6437","PROST!  WEST SEATTLE","PROST! WEST SEATTLE","9/21/18","Seating 13-50 - Risk Category III","3407 CALIFORNIA AVE SW","SEATTLE",98116,"(206) 383-4183",-122.3870502,47.57350257,"PROST!  WEST SEATTLE","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0077740","DA20LYATU","IVMB76EKR",1
"6438","SPIRO'S PIZZA & PASTA","SPIRO'S PIZZA & PASTA","9/21/18","Seating 51-150 - Risk Category III","3401 CALIFORNIA AVE SW ","Seattle",98116,"(206) 932-5100",-122.3869402,47.57363257,"SPIRO'S PIZZA & PASTA","Routine Inspection/Field Review",5,"Unsatisfactory",FALSE,"RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0027745","DAGV076TI","IVYZK0FKV",1
"6439","VIDIOT","VIDIOT","9/21/18","Seating 51-150 - Risk Category III","4210 SW ADMIRAL WAY #A","SEATTLE",98116,"(206) 402-5952",-122.3856829,47.58146039,"VIDIOT","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0079958","DAWYYERL8","",1
"6440","WEST SEATTLE SWINERY, INC","WEST SEATTLE SWINERY, INC","9/21/18","Seating 13-50 - Risk Category III","3207 CALIFORNIA AVE SW","SEATTLE",98116,"(253) 326-3195",-122.3870039,47.57552081,"WEST SEATTLE SWINERY, INC","Routine Inspection/Field Review",10,"Unsatisfactory",FALSE,"BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0079581","DADSPPE0A","IVPEJ6J73",1
"6441","WEST SEATTLE SWINERY, INC","WEST SEATTLE SWINERY, INC","9/21/18","Seating 13-50 - Risk Category III","3207 CALIFORNIA AVE SW","SEATTLE",98116,"(253) 326-3195",-122.3870039,47.57552081,"WEST SEATTLE SWINERY, INC","Routine Inspection/Field Review",10,"Unsatisfactory",FALSE,"RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0079581","DADSPPE0A","IVJYMVOMP",1
"6442","MI LA CAY RESTAURANT","MI LA CAY RESTAURANT","9/21/18","Seating 51-150 - Risk Category III","212 12TH AVE S ","SEATTLE",98144,"(206) 324-4091",-122.316819,47.60041024,"MI LA CAY RESTAURANT","Routine Inspection/Field Review",10,"Unsatisfactory",FALSE,"BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0015043","DAHZUZ9AU","IVFFR0B9Y",1
"6443","MI LA CAY RESTAURANT","MI LA CAY RESTAURANT","9/21/18","Seating 51-150 - Risk Category III","212 12TH AVE S ","SEATTLE",98144,"(206) 324-4091",-122.316819,47.60041024,"MI LA CAY RESTAURANT","Routine Inspection/Field Review",10,"Unsatisfactory",FALSE,"RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0015043","DAHZUZ9AU","IVW12ENQB",1
"6444","SEOUL BOWL CO. (KC730)","SEOUL BOWL@253-298-2301","9/21/18","Mobile Food Unit - Risk Category III","1440 S JACKSON ST","SEATTLE",98144,"(253) 298-2301",-122.31233,47.59941,"SEOUL BOWL CO. (KC730)","Return Inspection",0,"Satisfactory",FALSE,"","",0,"PR0087500","DAHS0LVC7","",NA
"6445","THIEN PHAT CORPORATION","THIEN PHAT CORPORATION","9/21/18","Seating 51-150 - Risk Category III","3330 RAINIER AVE S ","SEATTLE",98144,"(206) 725-7973",-122.2937846,47.57322717,"THIEN PHAT CORPORATION","Routine Inspection/Field Review",18,"Unsatisfactory",FALSE,"BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0076642","DAS4TXNXS","IVOMTUXZW",2
"6446","THIEN PHAT CORPORATION","THIEN PHAT CORPORATION","9/21/18","Seating 51-150 - Risk Category III","3330 RAINIER AVE S ","SEATTLE",98144,"(206) 725-7973",-122.2937846,47.57322717,"THIEN PHAT CORPORATION","Routine Inspection/Field Review",18,"Unsatisfactory",FALSE,"BLUE","3700 - In-use utensils properly stored",3,"PR0076642","DAS4TXNXS","IVEHYTVRZ",2
"6447","THIEN PHAT CORPORATION","THIEN PHAT CORPORATION","9/21/18","Seating 51-150 - Risk Category III","3330 RAINIER AVE S ","SEATTLE",98144,"(206) 725-7973",-122.2937846,47.57322717,"THIEN PHAT CORPORATION","Routine Inspection/Field Review",18,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0076642","DAS4TXNXS","IVCHETITJ",2
"6448","WILLIE'S TASTE OF SOUL","WILLIE'S TASTE OF SOUL","9/21/18","Seating 13-50 - Risk Category III","3427 RAINIER AVE S ","Seattle",98144,"(206) 722-3229",-122.2937031,47.57207472,"WILLIE'S TASTE OF SOUL","Routine Inspection/Field Review",11,"Satisfactory",FALSE,"BLUE","3200 - Insects, rodents, animals not present; entrance controlled.",5,"PR0055037","DADJM5Z4O","IV4SZ4PCG",2
